id,year,budget_type,revenue,expenditure,budget_balance,revenue_category,expenditure_category,region,agency,budget_planned,budget_executed,execution_rate,program_code,program_name,subProgram_code,subProgram_name,amount
480,2024,местный,2850000000,2760000000.0,90000000.0,налоги,утилизация отходов,Акмолинская область,"Министерство экологии, геологии и природных ресурсов РК",2800000000,2760000000,98.6,102,Управление отходами,102-1,Переработка отходов,1380000000
481,2025,республиканский,9300000000,9000000000.0,300000000.0,налоги,биоразнообразие,Карагандинская область,Комитет лесного хозяйства и животного мира,9100000000,9000000000,98.9,103,Сохранение биоразнообразия,103-1,Заповедники и нацпарки,4500000000
482,2024,местный,1850000000,1790000000.0,60000000.0,неналоговые,климат,Восточно-Казахстанская область,"Министерство экологии, геологии и природных ресурсов РК",1820000000,1790000000,98.4,104,Климатическая политика,104-1,Снижение выбросов парниковых газов,895000000
483,2025,республиканский,10700000000,10300000000.0,400000000.0,налоги,возобновляемая энергия,Западно-Казахстанская область,Министерство энергетики РК,10400000000,10300000000,99.0,105,Возобновляемые источники энергии,105-1,Солнечная и ветровая энергетика,5150000000
484,2024,местный,2450000000,2370000000.0,80000000.0,налоги,энергоэффективность,Атырауская область,Министерство энергетики РК,2400000000,2370000000,98.8,106,Энергоэффективность,106-1,Энергосбережение в зданиях,1185000000
485,2025,республиканский,8600000000,8300000000.0,300000000.0,неналоговые,ядерная энергетика,Мангистауская область,Министерство энергетики РК,8400000000,8300000000,98.8,107,Атомная энергетика,107-1,АЭС Балхаш,4150000000
486,2024,местный,3150000000,3050000000.0,100000000.0,налоги,газификация,Жамбылская область,Министерство энергетики РК,3100000000,3050000000,98.4,108,Газификация населенных пунктов,108-1,Газопроводы,1525000000
487,2025,республиканский,12100000000,11700000000.0,400000000.0,налоги,нефтегазовая отрасль,Костанайская область,Министерство энергетики РК,11800000000,11700000000,99.2,109,Нефтегазовый комплекс,109-1,Разведка и добыча углеводородов,5850000000
488,2024,местный,2250000000,2180000000.0,70000000.0,неналоговые,горнодобывающая отрасль,Павлодарская область,Министерство индустрии и инфраструктурного развития РК,2200000000,2180000000,99.1,110,Горнодобывающая промышленность,110-1,Добыча полезных ископаемых,1090000000
489,2025,республиканский,9800000000,9500000000.0,300000000.0,налоги,угольная промышленность,Северо-Казахстанская область,Министерство энергетики РК,9600000000,9500000000,99.0,111,Угольная промышленность,111-1,Добыча и переработка угля,4750000000
490,2024,местный,1950000000,1890000000.0,60000000.0,налоги,урановая промышленность,Южно-Казахстанская область,Министерство энергетики РК,1920000000,1890000000,98.4,112,Урановая промышленность,112-1,Добыча урана,945000000
491,2025,республиканский,8400000000,8100000000.0,300000000.0,неналоговые,редкоземельные металлы,Кызылординская область,Министерство индустрии и инфраструктурного развития РК,8200000000,8100000000,98.8,113,Добыча редкоземельных металлов,113-1,Стратегические металлы,4050000000
492,2024,местный,2750000000,2670000000.0,80000000.0,налоги,драгоценные металлы,Туркестанская область,Министерство финансов РК,2700000000,2670000000,98.9,114,Добыча и переработка драгметаллов,114-1,Золотодобыча,1335000000
493,2025,республиканский,11000000000,10600000000.0,400000000.0,налоги,животноводство,Акмолинская область,Министерство сельского хозяйства РК,10700000000,10600000000,99.1,115,Развитие животноводства,115-1,Мясное скотоводство,5300000000
494,2024,местный,2050000000,1980000000.0,70000000.0,неналоговые,растениеводство,Карагандинская область,Министерство сельского хозяйства РК,2000000000,1980000000,99.0,116,Развитие растениеводства,116-1,Зерновое производство,990000000
495,2025,республиканский,9200000000,8900000000.0,300000000.0,налоги,рыбное хозяйство,Восточно-Казахстанская область,"Министерство экологии, геологии и природных ресурсов РК",9000000000,8900000000,98.9,117,Рыбное хозяйство,117-1,Аквакультура,4450000000
496,2024,местный,1750000000,1690000000.0,60000000.0,налоги,пчеловодство,Западно-Казахстанская область,Министерство сельского хозяйства РК,1720000000,1690000000,98.3,118,Развитие пчеловодства,118-1,Производство меда,845000000
497,2025,республиканский,7900000000,7600000000.0,300000000.0,неналоговые,племенное дело,Атырауская область,Министерство сельского хозяйства РК,7700000000,7600000000,98.7,119,Племенное животноводство,119-1,Улучшение пород скота,3800000000
498,2024,местный,2950000000,2850000000.0,100000000.0,налоги,селекция,Мангистауская область,Министерство сельского хозяйства РК,2900000000,2850000000,98.3,120,Селекция и семеноводство,120-1,Элитные семена,1425000000
499,2025,республиканский,10900000000,10500000000.0,400000000.0,налоги,мелиорация,Жамбылская область,Комитет по водным ресурсам,10600000000,10500000000,99.1,121,Мелиорация земель,121-1,Ирригационные системы,5250000000
500,2024,местный,3350000000,3240000000.0,110000000.0,неналоговые,агрострахование,Костанайская область,Министерство сельского хозяйства РК,3300000000,3240000000,98.2,122,Сельскохозяйственное страхование,122-1,Страхование урожая,1620000000
501,2025,республиканский,13500000000,13100000000.0,400000000.0,налоги,техническое и профессиональное образование,Павлодарская область,Министерство просвещения РК,13200000000,13100000000,99.2,123,Техническое и профессиональное образование,123-1,Колледжи и техникумы,6550000000
502,2024,местный,2450000000,2370000000.0,80000000.0,неналоговые,дополнительное образование,Северо-Казахстанская область,Министерство просвещения РК,2400000000,2370000000,98.8,124,Дополнительное образование детей,124-1,Детские школы искусств,1185000000
503,2025,республиканский,8700000000,8400000000.0,300000000.0,налоги,специальное образование,Южно-Казахстанская область,Министерство просвещения РК,8500000000,8400000000,98.8,125,Инклюзивное образование,125-1,Образование детей с особыми потребностями,4200000000
504,2024,местный,1850000000,1790000000.0,60000000.0,налоги,профориентация,Кызылординская область,Министерство труда и социальной защиты населения РК,1820000000,1790000000,98.4,126,Профессиональная ориентация,126-1,Центры профориентации,895000000
505,2025,республиканский,10800000000,10400000000.0,400000000.0,неналоговые,переподготовка кадров,Туркестанская область,Министерство труда и социальной защиты населения РК,10500000000,10400000000,99.0,127,Переподготовка и повышение квалификации,127-1,Центры занятости,5200000000
506,2024,местный,2950000000,2850000000.0,100000000.0,налоги,трудовая миграция,Акмолинская область,Министерство труда и социальной защиты населения РК,2900000000,2850000000,98.3,128,Регулирование трудовой миграции,128-1,Привлечение трудовых мигрантов,1425000000
507,2025,республиканский,9400000000,9100000000.0,300000000.0,налоги,охрана труда,Карагандинская область,Министерство труда и социальной защиты населения РК,9200000000,9100000000,98.9,129,Охрана труда и техника безопасности,129-1,Промышленная безопасность,4550000000
508,2024,местный,2150000000,2080000000.0,70000000.0,неналоговые,трудовые споры,Восточно-Казахстанская область,Министерство труда и социальной защиты населения РК,2100000000,2080000000,99.0,130,Разрешение трудовых споров,130-1,Трудовая инспекция,1040000000
509,2025,республиканский,11600000000,11200000000.0,400000000.0,налоги,социальное партнерство,Западно-Казахстанская область,Министерство труда и социальной защиты населения РК,11300000000,11200000000,99.1,131,Социальное партнерство,131-1,Коллективно-договорные отношения,5600000000
510,2024,местный,1750000000,1690000000.0,60000000.0,налоги,реабилитация наркозависимых,Атырауская область,Министерство здравоохранения РК,1720000000,1690000000,98.3,132,Наркологическая помощь,132-1,Реабилитация наркозависимых,845000000
511,2025,республиканский,8900000000,8600000000.0,300000000.0,неналоговые,психическое здоровье,Мангистауская область,Министерство здравоохранения РК,8700000000,8600000000,98.9,133,Психиатрическая помощь,133-1,Центры психического здоровья,4300000000
512,2024,местный,2650000000,2570000000.0,80000000.0,налоги,онкология,Жамбылская область,Министерство здравоохранения РК,2600000000,2570000000,98.8,134,Онкологическая помощь,134-1,Противоопухолевая терапия,1285000000
513,2025,республиканский,12300000000,11900000000.0,400000000.0,налоги,кардиология,Костанайская область,Министерство здравоохранения РК,12000000000,11900000000,99.2,135,Кардиологическая помощь,135-1,Кардиохирургия,5950000000
514,2024,местный,1950000000,1890000000.0,60000000.0,неналоговые,педиатрия,Павлодарская область,Министерство здравоохранения РК,1920000000,1890000000,98.4,136,Детское здравоохранение,136-1,Детские больницы,945000000
515,2025,республиканский,10200000000,9800000000.0,400000000.0,налоги,материнство и детство,Северо-Казахстанская область,Министерство здравоохранения РК,9900000000,9800000000,99.0,137,Охрана материнства и детства,137-1,Перинатальные центры,4900000000
516,2024,местный,2850000000,2760000000.0,90000000.0,налоги,скорая медицинская помощь,Южно-Казахстанская область,Министерство здравоохранения РК,2800000000,2760000000,98.6,138,Скорая медицинская помощь,138-1,Служба экстренного вызова,1380000000
517,2025,республиканский,7800000000,7500000000.0,300000000.0,неналоговые,санитарно-эпидемиологический надзор,Кызылординская область,Комитет санитарно-эпидемиологического контроля,7600000000,7500000000,98.7,139,Санитарно-эпидемиологическое благополучие,139-1,Профилактика инфекционных заболеваний,3750000000
518,2024,местный,3450000000,3340000000.0,110000000.0,налоги,медицинское образование,Туркестанская область,Министерство здравоохранения РК,3400000000,3340000000,98.2,140,Медицинское образование,140-1,Медицинские университеты,1670000000
519,2025,республиканский,9700000000,9400000000.0,300000000.0,налоги,трансплантология,Акмолинская область,Министерство здравоохранения РК,9500000000,9400000000,98.9,141,Трансплантация органов и тканей,141-1,Центр трансплантологии,4700000000
520,2024,местный,2250000000,2180000000.0,70000000.0,неналоговые,донорство крови,Карагандинская область,Министерство здравоохранения РК,2200000000,2180000000,99.1,142,Служба крови,142-1,Центры крови,1090000000
521,2025,республиканский,11400000000,11000000000.0,400000000.0,налоги,медицинская реабилитация,Восточно-Казахстанская область,Министерство здравоохранения РК,11100000000,11000000000,99.1,143,Медицинская реабилитация,143-1,Реабилитационные центры,5500000000
522,2024,местный,1850000000,1790000000.0,60000000.0,налоги,паллиативная помощь,Западно-Казахстанская область,Министерство здравоохранения РК,1820000000,1790000000,98.4,144,Паллиативная медицинская помощь,144-1,Хосписы,895000000
523,2025,республиканский,8600000000,8300000000.0,300000000.0,неналоговые,телемедицина,Атырауская область,Министерство здравоохранения РК,8400000000,8300000000,98.8,145,Телемедицина,145-1,Дистанционное медицинское консультирование,4150000000
524,2024,местный,2750000000,2670000000.0,80000000.0,налоги,библиотеки,Мангистауской области,Министерство культуры и спорта РК,2700000000,2670000000,98.9,146,Библиотечное дело,146-1,Национальная библиотека,1335000000
525,2025,республиканский,10100000000,9700000000.0,400000000.0,налоги,музеи,Жамбылская область,Министерство культуры и спорта РК,9800000000,9700000000,99.0,147,Музейное дело,147-1,Национальный музей,4850000000
526,2024,местный,2050000000,1980000000.0,70000000.0,неналоговые,театральное искусство,Костанайская область,Министерство культуры и спорта РК,2000000000,1980000000,99.0,148,Театральное искусство,148-1,Государственные театры,990000000
527,2025,республиканский,9200000000,8900000000.0,300000000.0,налоги,кинематография,Павлодарская область,Министерство информации и общественного развития РК,9000000000,8900000000,98.9,149,Развитие кинематографии,149-1,Казахфильм,4450000000
528,2024,местный,1750000000,1690000000.0,60000000.0,налоги,изобразительное искусство,Северо-Казахстанская область,Министерство культуры и спорта РК,1720000000,1690000000,98.3,150,Изобразительное искусство,150-1,Художественные галереи,845000000
529,2025,республиканский,8000000000,7700000000.0,300000000.0,неналоговые,музыкальное искусство,Южно-Казахстанская область,Министерство культуры и спорта РК,7800000000,7700000000,98.7,151,Музыкальное искусство,151-1,Филармонии,3850000000
530,2024,местный,2950000000,2850000000.0,100000000.0,налоги,народное творчество,Кызылординская область,Министерство культуры и спорта РК,2900000000,2850000000,98.3,152,Сохранение народного творчества,152-1,Дома культуры,1425000000
531,2025,республиканский,11700000000,11300000000.0,400000000.0,налоги,культурное наследие,Туркестанская область,Министерство культуры и спорта РК,11400000000,11300000000,99.1,153,Охрана культурного наследия,153-1,Реставрация памятников,5650000000
532,2024,местный,2150000000,2080000000.0,70000000.0,неналоговые,археология,Акмолинская область,Министерство культуры и спорта РК,2100000000,2080000000,99.0,154,Археологические исследования,154-1,Охрана археологических памятников,1040000000
533,2025,республиканский,8500000000,8200000000.0,300000000.0,налоги,массовый спорт,Карагандинская область,Министерство культуры и спорта РК,8300000000,8200000000,98.8,155,Развитие массового спорта,155-1,Спорт для всех,4100000000
534,2024,местный,1850000000,1790000000.0,60000000.0,налоги,спорт высших достижений,Восточно-Казахстанская область,Министерство культуры и спорта РК,1820000000,1790000000,98.4,156,Спорт высших достижений,156-1,Олимпийская подготовка,895000000
535,2025,республиканский,10400000000,10000000000.0,400000000.0,неналоговые,детско-юношеский спорт,Западно-Казахстанская область,Министерство культуры и спорта РК,10100000000,10000000000,99.0,157,Детско-юношеский спорт,157-1,Спортивные школы,5000000000
536,2024,местный,2650000000,2570000000.0,80000000.0,налоги,спортивная медицина,Атырауская область,Министерство культуры и спорта РК,2600000000,2570000000,98.8,158,Спортивная медицина,158-1,Медицинское обеспечение спортсменов,1285000000
537,2025,республиканский,9600000000,9300000000.0,300000000.0,налоги,антидопинговая деятельность,Мангистауская область,Министерство культуры и спорта РК,9400000000,9300000000,98.9,159,Антидопинговая деятельность,159-1,Допинг-контроль,4650000000
538,2024,местный,1950000000,1890000000.0,60000000.0,неналоговые,спортивная наука,Жамбылская область,Министерство культуры и спорта РК,1920000000,1890000000,98.4,160,Спортивная наука,160-1,Исследования в области спорта,945000000
539,2025,республиканский,8300000000,8000000000.0,300000000.0,налоги,адаптивный спорт,Костанайская область,Министерство культуры и спорта РК,8100000000,8000000000,98.8,161,Адаптивная физическая культура,161-1,Паралимпийский спорт,4000000000
540,2024,местный,2750000000,2670000000.0,80000000.0,налоги,профессиональный спорт,Павлодарская область,Министерство культуры и спорта РК,2700000000,2670000000,98.9,162,Профессиональный спорт,162-1,Профессиональные лиги,1335000000
541,2025,республиканский,11900000000,11500000000.0,400000000.0,неналоговые,международные спортивные связи,Северо-Казахстанская область,Министерство культуры и спорта РК,11600000000,11500000000,99.1,163,Международное спортивное сотрудничество,163-1,Международные соревнования,5750000000
542,2024,местный,2050000000,1980000000.0,70000000.0,налоги,спортивное строительство,Южно-Казахстанская область,Министерство культуры и спорта РК,2000000000,1980000000,99.0,164,Спортивное строительство,164-1,Спортивные комплексы,990000000
543,2025,республиканский,9100000000,8800000000.0,300000000.0,налоги,детские и молодежные организации,Кызылординская область,Комитет по делам молодежи,8900000000,8800000000,98.9,165,Поддержка детских и молодежных организаций,165-1,Жас Отан,4400000000
544,2024,местный,1750000000,1690000000.0,60000000.0,неналоговые,волонтерство,Туркестанская область,Комитет по делам молодежи,1720000000,1690000000,98.3,166,Развитие волонтерства,166-1,Волонтерские центры,845000000
545,2025,республиканский,8700000000,8400000000.0,300000000.0,налоги,молодежное предпринимательство,Акмолинская область,Комитет по делам молодежи,8500000000,8400000000,98.8,167,Молодежное предпринимательство,167-1,Бизнес-инкубаторы для молодежи,4200000000
546,2024,местный,2850000000,2760000000.0,90000000.0,налоги,молодежные центры,Карагандинская область,Комитет по делам молодежи,2800000000,2760000000,98.6,168,Молодежные центры,168-1,Центры развития молодежи,1380000000
547,2025,республиканский,10600000000,10200000000.0,400000000.0,неналоговые,молодежная наука,Восточно-Казахстанская область,Министерство науки и высшего образования РК,10300000000,10200000000,99.0,169,Поддержка молодых ученых,169-1,Гранты для молодых исследователей,5100000000
548,2024,местный,1950000000,1890000000.0,60000000.0,налоги,молодежные программы,Западно-Казахстанская область,Комитет по делам молодежи,1920000000,1890000000,98.4,170,Специальные молодежные программы,170-1,Программа Рухани жаңғыру,945000000
549,2025,республиканский,9000000000,8700000000.0,300000000.0,налоги,молодежная политика,Атырауская область,Комитет по делам молодежи,8800000000,8700000000,98.9,171,Формирование государственной молодежной политики,171-1,Стратегия развития молодежи,4350000000
550,2024,местный,2450000000,2370000000.0,80000000.0,неналоговые,патриотическое воспитание,Мангистауская область,Комитет по делам молодежи,2400000000,2370000000,98.8,172,Патриотическое воспитание молодежи,172-1,Мәңгілік ел,1185000000
551,2025,республиканский,11800000000,11400000000.0,400000000.0,налоги,международная молодежная деятельность,Жамбылская область,Комитет по делам молодежи,11500000000,11400000000,99.1,173,Международное молодежное сотрудничество,173-1,Молодежные обмены,5700000000
552,2024,местный,2150000000,2080000000.0,70000000.0,налоги,молодежные лагеря,Костанайская область,Комитет по делам молодежи,2100000000,2080000000,99.0,174,Молодежные лагеря и центры отдыха,174-1,Детские оздоровительные лагеря,1040000000
553,2025,республиканский,8400000000,8100000000.0,300000000.0,неналоговые,детские дома,Павлодарская область,Министерство просвещения РК,8200000000,8100000000,98.8,175,Государственная защита детей-сирот,175-1,Детские дома семейного типа,4050000000
554,2024,местный,1850000000,1790000000.0,60000000.0,налоги,усыновление,Северо-Казахстанская область,Комитет по охране прав детей,1820000000,1790000000,98.4,176,Устройство детей в семьи,176-1,Поддержка замещающих семей,895000000
555,2025,республиканский,10300000000,9900000000.0,400000000.0,налоги,защита прав детей,Южно-Казахстанская область,Комитет по охране прав детей,10000000000,9900000000,99.0,177,Защита прав и интересов детей,177-1,Ювенальная юстиция,4950000000
556,2024,местный,2750000000,2670000000.0,80000000.0,неналоговые,профилактика детской беспризорности,Кызылординская область,Комитет по охране прав детей,2700000000,2670000000,98.9,178,Профилактика детской беспризорности,178-1,Социальная работа с семьями,1335000000
557,2025,республиканский,9500000000,9200000000.0,300000000.0,налоги,реабилитация несовершеннолетних,Туркестанская область,Комитет по охране прав детей,9300000000,9200000000,98.9,179,Реабилитация несовершеннолетних,179-1,Центры адаптации несовершеннолетних,4600000000
558,2024,местный,2050000000,1980000000.0,70000000.0,налоги,детские пособия,Акмолинская область,Министерство труда и социальной защиты населения РК,2000000000,1980000000,99.0,180,Государственные пособия на детей,180-1,Пособия многодетным семьям,990000000
559,2025,республиканский,12700000000,12300000000.0,400000000.0,неналоговые,материнский капитал,Карагандинская область,Министерство труда и социальной защиты населения РК,12400000000,12300000000,99.2,181,Государственная поддержка семей при рождении детей,181-1,Выплаты при рождении ребенка,6150000000
560,2024,местный,1750000000,1690000000.0,60000000.0,налоги,детские сады,Восточно-Казахстанская область,Министерство просвещения РК,1720000000,1690000000,98.3,182,Дошкольное воспитание и обучение,182-1,Государственные детские сады,845000000
561,2025,республиканский,8800000000,8500000000.0,300000000.0,налоги,развитие детей раннего возраста,Западно-Казахстанская область,Министерство просвещения РК,8600000000,8500000000,98.8,183,Раннее развитие детей,183-1,Центры раннего развития,4250000000
562,2024,местный,2950000000,2850000000.0,100000000.0,неналоговые,семейная политика,Атырауская область,Министерство информации и общественного развития РК,2900000000,2850000000,98.3,184,Государственная семейная политика,184-1,Укрепление института семьи,1425000000
563,2025,республиканский,11100000000,10700000000.0,400000000.0,налоги,защита материнства,Мангистауская область,Министерство здравоохранения РК,10800000000,10700000000,99.1,185,Охрана репродуктивного здоровья,185-1,Планирование семьи,5350000000
564,2024,местный,2250000000,2180000000.0,70000000.0,налоги,профилактика социального сиротства,Жамбылская область,Комитет по охране прав детей,2200000000,2180000000,99.1,186,Профилактика социального сиротства,186-1,Работа с неблагополучными семьями,1090000000
565,2025,республиканский,9900000000,9600000000.0,300000000.0,неналоговые,детская инвалидность,Костанайская область,Министерство труда и социальной защиты населения РК,9700000000,9600000000,99.0,187,Социальная поддержка детей с инвалидностью,187-1,Реабилитация детей-инвалидов,4800000000
566,2024,местный,1850000000,1790000000.0,60000000.0,налоги,школьное питание,Павлодарская область,Министерство просвещения РК,1820000000,1790000000,98.4,188,Школьное питание,188-1,Бесплатное питание для социально уязвимых групп,895000000
567,2025,республиканский,8200000000,7900000000.0,300000000.0,налоги,детское здравоохранение,Северо-Казахстанская область,Министерство здравоохранения РК,8000000000,7900000000,98.8,189,Детское здравоохранение,189-1,Детские поликлиники,3950000000
568,2024,местный,2650000000,2570000000.0,80000000.0,неналоговые,женские консультации,Южно-Казахстанская область,Министерство здравоохранения РК,2600000000,2570000000,98.8,190,Женские консультации,190-1,Дородовое наблюдение,1285000000
569,2025,республиканский,11500000000,11100000000.0,400000000.0,налоги,родовспоможение,Кызылординская область,Министерство здравоохранения РК,11200000000,11100000000,99.1,191,Родовспоможение,191-1,Родильные дома,5550000000
570,2024,местный,1950000000,1890000000.0,60000000.0,налоги,семейные центры,Туркестанская область,Министерство информации и общественного развития РК,1920000000,1890000000,98.4,192,Семейные центры,192-1,Психологическая поддержка семей,945000000
571,2025,республиканский,10800000000,10400000000.0,400000000.0,неналоговые,демографическая политика,Акмолинская область,Министерство национальной экономики РК,10500000000,10400000000,99.0,193,Демографическая политика,193-1,Стимулирование рождаемости,5200000000
572,2024,местный,2750000000,2670000000.0,80000000.0,налоги,электронное правительство,Карагандинская область,"Министерство цифрового развития, инноваций и аэрокосмической промышленности РК",2700000000,2670000000,98.9,194,Электронное правительство,194-1,Цифровые государственные услуги,1335000000
573,2025,республиканский,9300000000,9000000000.0,300000000.0,налоги,кибербезопасность,Восточно-Казахстанская область,Комитет национальной безопасности РК,9100000000,9000000000,98.9,195,Кибербезопасность,195-1,Защита критической информационной инфраструктуры,4500000000
574,2024,местный,2150000000,2080000000.0,70000000.0,неналоговые,цифровая грамотность,Западно-Казахстанская область,"Министерство цифрового развития, инноваций и аэрокосмической промышленности РК",2100000000,2080000000,99.0,196,Цифровая грамотность населения,196-1,Обучение цифровым навыкам,1040000000
575,2025,республиканский,12400000000,12000000000.0,400000000.0,налоги,искусственный интеллект,Атырауская область,"Министерство цифрового развития, инноваций и аэрокосмической промышленности РК",12100000000,12000000000,99.2,197,Развитие искусственного интеллекта,197-1,AI в государственном управлении,6000000000
576,2024,местный,1850000000,1790000000.0,60000000.0,налоги,блокчейн технологии,Мангистауская область,"Министерство цифрового развития, инноваций и аэрокосмической промышленности РК",1820000000,1790000000,98.4,198,Блокчейн и криптовалюты,198-1,Цифровой тенге,895000000
577,2025,республиканский,8700000000,8400000000.0,300000000.0,неналоговые,интернет вещей,Жамбылская область,"Министерство цифрового развития, инноваций и аэрокосмической промышленности РК",8500000000,8400000000,98.8,199,Интернет вещей,199-1,Умные города,4200000000
578,2024,местный,2950000000,2850000000.0,100000000.0,налоги,большие данные,Костанайская область,Бюро национальной статистики,2900000000,2850000000,98.3,200,Большие данные и аналитика,200-1,Государственная аналитическая платформа,1425000000
579,2025,республиканский,11000000000,10600000000.0,400000000.0,налоги,квантовые технологии,Павлодарская область,Министерство науки и высшего образования РК,10700000000,10600000000,99.1,201,Квантовые вычисления,201-1,Квантовые исследования,5300000000
580,2024,местный,2250000000,2180000000.0,70000000.0,неналоговые,робототехника,Северо-Казахстанская область,Министерство индустрии и инфраструктурного развития РК,2200000000,2180000000,99.1,202,Робототехника и автоматизация,202-1,Промышленные роботы,1090000000
581,2025,республиканский,9800000000,9500000000.0,300000000.0,налоги,биотехнологии,Южно-Казахстанская область,Министерство науки и высшего образования РК,9600000000,9500000000,99.0,203,Биотехнологии,203-1,Медицинские биотехнологии,4750000000
582,2024,местный,1750000000,1690000000.0,60000000.0,налоги,нанотехнологии,Кызылординская область,Министерство науки и высшего образования РК,1720000000,1690000000,98.3,204,Нанотехнологии,204-1,Наноматериалы,845000000
583,2025,республиканский,8400000000,8100000000.0,300000000.0,неналоговые,генная инженерия,Туркестанская область,Министерство здравоохранения РК,8200000000,8100000000,98.8,205,Генная терапия,205-1,Персонализированная медицина,4050000000
584,2024,местный,2850000000,2760000000.0,90000000.0,налоги,водородная энергетика,Акмолинская область,Министерство энергетики РК,2800000000,2760000000,98.6,206,Водородная энергетика,206-1,Зеленый водород,1380000000
585,2025,республиканский,12900000000,12500000000.0,400000000.0,налоги,зеленые технологии,Карагандинская область,"Министерство экологии, геологии и природных ресурсов РК",12600000000,12500000000,99.2,207,Зеленые технологии,207-1,Экологически чистые производства,6250000000
586,2024,местный,2050000000,1980000000.0,70000000.0,неналоговые,умное сельское хозяйство,Восточно-Казахстанская область,Министерство сельского хозяйства РК,2000000000,1980000000,99.0,208,Цифровое сельское хозяйство,208-1,Точное земледелие,990000000
587,2025,республиканский,9600000000,9300000000.0,300000000.0,налоги,беспилотные технологии,Западно-Казахстанская область,"Министерство цифрового развития, инноваций и аэрокосмической промышленности РК",9400000000,9300000000,98.9,209,Беспилотные летательные аппараты,209-1,Дроны для сельского хозяйства,4650000000
588,2024,местный,1850000000,1790000000.0,60000000.0,налоги,3D печать,Атырауская область,Министерство индустрии и инфраструктурного развития РК,1820000000,1790000000,98.4,210,Аддитивные технологии,210-1,3D-печать в промышленности,895000000
589,2025,республиканский,11200000000,10800000000.0,400000000.0,неналоговые,виртуальная реальность,Мангистауская область,Министерство образования и науки РК,10900000000,10800000000,99.1,211,Виртуальная и дополненная реальность,211-1,VR в образовании,5400000000
590,2024,местный,2750000000,2670000000.0,80000000.0,налоги,машинное обучение,Жамбылская область,"Министерство цифрового развития, инноваций и аэрокосмической промышленности РК",2700000000,2670000000,98.9,212,Машинное обучение,212-1,ML в государственных сервисах,1335000000
591,2025,республиканский,8900000000,8600000000.0,300000000.0,налоги,суперкомпьютеры,Костанайская область,Министерство науки и высшего образования РК,8700000000,8600000000,98.9,213,Высокопроизводительные вычисления,213-1,Национальный суперкомпьютерный центр,4300000000
592,2024,местный,2150000000,2080000000.0,70000000.0,неналоговые,облачные вычисления,Павлодарская область,"Министерство цифрового развития, инноваций и аэрокосмической промышленности РК",2100000000,2080000000,99.0,214,Облачные технологии,214-1,Правительственное облако,1040000000
593,2025,республиканский,10500000000,10100000000.0,400000000.0,налоги,edge computing,Северо-Казахстанская область,"Министерство цифрового развития, инноваций и аэрокосмической промышленности РК",10200000000,10100000000,99.0,215,Граничные вычисления,215-1,Распределенная обработка данных,5050000000
594,2024,местный,1950000000,1890000000.0,60000000.0,налоги,спутниковые технологии,Южно-Казахстанская область,"Министерство цифрового развития, инноваций и аэрокосмической промышленности РК",1920000000,1890000000,98.4,216,Спутниковые системы,216-1,Национальная спутниковая группировка,945000000
595,2025,республиканский,9000000000,8700000000.0,300000000.0,неналоговые,GPS навигация,Кызылординская область,"Министерство цифрового развития, инноваций и аэрокосмической промышленности РК",8800000000,8700000000,98.9,217,Глобальные навигационные системы,217-1,GNSS в транспорте,4350000000
596,2024,местный,2850000000,2760000000.0,90000000.0,налоги,дистанционное зондирование,Туркестанская область,"Министерство экологии, геологии и природных ресурсов РК",2800000000,2760000000,98.6,218,Дистанционное зондирование Земли,218-1,Мониторинг природных ресурсов,1380000000
